entity,entity_group,headline,outlet,cluster_name,dominant_frame,stance_bucket,mention_weight,evidence_excerpt,link
Hard Shoulder,Media outlet,Hard Shoulder - Neutrality,Hard Shoulder,Ukraine war and moral neutrality,Other Neutrality Debate,Mixed / procedural / unclear,0.783,"Hard Shoulder - Neutrality | but what lies at the heart of this issue is a strategic one, whether neutrality is a flexible policy tool that can be adjusted or a movable feast. | The discussion centers on whether Ireland's neutrality could be affected by a new national maritime security strategy, framing neutrality as a policy issue to be debated. | neutrality, maritime security, defence, Ireland, debate | yeah, does the national maritime security strategy announced by the minister for defence today, does it infringe on irish neutrality? we'll be debating that in a few moments. yeah, we're also going to be talking about the fai.",
Hard Shoulder,Media outlet,Hard Shoulder - Neutrality,Hard Shoulder,Ukraine war and moral neutrality,Other Neutrality Debate,Mixed / procedural / unclear,0.783,"Hard Shoulder - Neutrality | i believe that neutrality should be in the constitution. | A speaker argues for neutrality as a core Irish policy and contends that neutrality should be enshrined in the constitution, tying the issue to the debate over funding for weapons and war. | neutrality, constitution, Ireland, defence, politics | but let's be clear, we're a neutral country. i cherish neutrality. i believe that neutrality should be in the constitution. the vote on the dail was to approve up to 60 billion euro in ireland's name, in the european union's name, to fund weapons of war. it is absolutely wrong.",
Hard Shoulder,Media outlet,Hard Shoulder - Neutrality,Hard Shoulder,Ukraine war and moral neutrality,Other Neutrality Debate,Mixed / procedural / unclear,0.783,"Hard Shoulder - Neutrality | suggesting that ireland would pursue a position of neutrality in relation to british security, which is interesting for later developments, but instead it's taken | The discussion centers on neutrality as Ireland's potential stance in relation to British security in relation to de Valera. | neutrality, de Valera, Ireland, British security, diaspora | of a full break with london. so while on the one hand he thought he was coming out and suggesting that ireland would pursue a position of neutrality in relation to british security, which is interesting for later developments, but instead it's taken up as de valera is happy to have british interference in irish affai",
Today With David McCullagh,Media outlet,Today With David McCullagh - Neutrality,Today With David McCullagh,Ukraine war and moral neutrality,Other Neutrality Debate,Mixed / procedural / unclear,1.067,"Today With David McCullagh - Neutrality | you put that in the context of our neutrality and what our eu counterparts might expect from us as a result of how low | The discussion frames Ireland's neutrality in the context of defence spending and EU expectations, exploring how neutrality should shape policy. | neutrality, defence, EU, Ireland, immigration | I would just, just to start with talking about how generous we were, we should bear in mind, i was in brussels last week, we were very generous, but also that you put that in the context of our neutrality and what our eu counterparts might expect from us as a result of how low our spending is on defence.",
Today With David McCullagh,Media outlet,Today With David McCullagh - Neutrality,Today With David McCullagh,Ukraine war and moral neutrality,Other Neutrality Debate,Mixed / procedural / unclear,1.067,"Today With David McCullagh - Neutrality | it's kind of that kind of era of platform neutrality, is it? | The discussion centers on neutrality in digital media, especially platform neutrality and how streaming platforms influence content distribution and creators. | platform neutrality, streaming platforms, content creators, youtube, netflix | really interesting. so, essentially, it is youtube going back to... it's kind of that kind of era of platform neutrality, is it? they're trying to bring you to wherever you are. and i've got everybody smart tvs now.",
Today With David McCullagh,Media outlet,Today With David McCullagh - Neutrality,Today With David McCullagh,Ukraine war and moral neutrality,Other Neutrality Debate,Mixed / procedural / unclear,1.067,"Today With David McCullagh - Neutrality | there's nothing about neutrality in there. | The speaker asserts that there is no neutrality and claims neutrality was invented by De Valera in 1940 because of fear of the IRA. | neutrality, Ireland, De Valera, IRA, history | there's nothing about neutrality in there. it's invented by dev in 1940 because he's scared of the ira. and he himself goes to the british, and it's in the book.",
Today With David McCullagh,Media outlet,Today With David McCullagh - Neutrality,Today With David McCullagh,Ukraine war and moral neutrality,Other Neutrality Debate,Mixed / procedural / unclear,1.067,"Today With David McCullagh - Neutrality | but if you look at some of the other numbers on it and things that will be coming into political debate soon, say when the triple lock legislation comes before the oireachtas, should ireland renounce its neutrality? | The discussion debates whether Ireland should renounce neutrality in light of public opinion and security concerns ahead of the EU presidency. | neutrality, defence, politics, polls, security | that would look out. but if you look at some of the other numbers on it and things that will be coming into political debate soon, say when the triple lock legislation comes before the oireachtas, should ireland renounce its neutrality? 66% say n",
Today With David McCullagh,Media outlet,Today With David McCullagh - Neutrality,Today With David McCullagh,Ukraine war and moral neutrality,Other Neutrality Debate,Mixed / procedural / unclear,1.067,"Today With David McCullagh - Neutrality | the past whether it be the triple lot neutrality nato specific areas like syria they've sort of been overtaken by just this rapid pace | A discussion of neutrality is used to frame defence policy amid NATO and Syria debates. | neutrality, defence, NATO, Syria, politics | i think we might be discussing that later in the hour in terms of my new home i think and i be interested in the panel reaction to this that in a sense president connolly let say general somewhat sweeping statements in the past whether it be the triple lot neutrality nato specific areas like syria they've sort of been overtaken by just this rapid pace of events. russia's invasion of ",
EU,Actor / organisation,EU’s values not as clear as they should be,The Irish Times,Ukraine war and moral neutrality,Other Neutrality Debate,Preserve / strengthen neutrality,1.033,"EU’s values not as clear as they should be | Different attitudes to Ukraine and Gaza a problem | A letter discussing Ireland's neutrality in defence/politics and arguing for a referendum, tying neutrality to democratic values. | neutrality, referendum, defence, EU, Gaza | Sir, - When Bobby McDonagh and Brigid Laffan declare “the world needs the European Union’s values”, exactly what values are they referring to (“Ireland needs to grow up and get serious about its interests,” Opinion, March 18th)? The EU has failed to apply any sanctions against Israel during the two-plus years of genocide inflicted on the people of Gaza, which is in stark contrast to its stance on Ukraine. Worse still, a num",https://irishtimes.com/opinion/letters/2026/03/19/eus-values-not-as-clear-as-they-should-be
EU,Actor / organisation,Attack on UAE Amazon data hub highlights risk to Irish data centres,The Irish Times,Ukraine war and moral neutrality,Other Neutrality Debate,Reform / redefine neutrality,1.033,"Attack on UAE Amazon data hub highlights risk to Irish data centres | Threat to Ireland is more around a digital attack than a physical assault | The article discusses Ireland's neutrality in the face of digital and geopolitical pressures, linking the term neutrality to broader cybersecurity and connectivity concerns. | neutrality, Ireland, cybersecurity, data centres, geopolitics | In an urban society, everything connects. Our lives are woven together in a fabric, but the connections that make society strong also make it vulnerable. That’s the opening narration to Threads, Mick Jackson’s excellent television film from 1984 about nuclear war shown through the impact on people in Sheffield. It’s brilliant, terrifying, and more relevant than ever. We live in a time where our global interconnectivity would have been the stuff of science fiction when Jackson made Threads",https://irishtimes.com/business/innovation/2026/03/05/hit-on-amazon-data-hub-in-uae-highlights-risks-of-attacks-to-irish-data-centres
EU,Actor / organisation,Opinion: Ireland need to grow up and get serious about our interests,The Irish Times,Ukraine war and moral neutrality,Other Neutrality Debate,Mixed / procedural / unclear,1.033," about our interests | In the infantile recent debate about the Mercosur deal, for example, politicians from all sides fell over each other to criticise an agreement profoundly in Ireland’s interests | An op-ed argues that Ireland should adopt a more serious, Europe-centered approach to neutrality and national security during its EU presidency. | neutrality, defence, Ireland, EU, security | The manifestly illegal and irresponsible war launched by the United States and Israel on Iran and the deeply worrying spread of instability in the Middle East represent another wake-up call for Ireland. With our EU presidency set to take place during a period of unprecedented turmoil, it is long past time for Ireland to get serious about how we engage with a world in which our interests are at stake and under threat. Donald Trump’s America is no longer a reliable partner in support of international law or democratic values. Vladimir Putin’s aggression has brou",https://irishtimes.com/opinion/2026/03/18/opinion-ireland-need-to-grow-up-and-get-serious-about-our-interests
EU,Actor / organisation,"Letters to the Editor, March 30th: On redress schemes in health service, consultants’ fees and let’s hear it for the buses",The Irish Times,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,Reform / redefine neutrality,1.033,"Letters to the Editor, March 30th: On redress schemes in health service, consultants’ fees and let’s hear it for the buses | It does nothinig to address the root causes of recurring scandals | The piece engages with neutrality in Ireland's defence policy, highlighting governance shortcomings and urging accountability in the context of military neutrality. | neutrality, defence, national security, governance, Ireland | Sir, – The news that Minister for Mental Health Mary Butler has announced a compensation scheme for injury inflicted on hundreds of children by North Kerry Child and Adolescent Mental Health Services (Camhs) is yet another example of the State salving its conscience with a cheque book for harm done by State institutions (“Compensation scheme opened to children who suffered in Kerry mental health services,” March 26th). This is just not good enough because a redress scheme does nothing to ad",https://irishtimes.com/opinion/letters/2026/03/30/letters-to-the-editor-march-30th-on-redress-schemes-in-health-service-consultants-fees-and-lets-hear-it-for-the-buses
EU,Actor / organisation,How will Iran war affect Ireland's EU presidency?,RTE,Ukraine war and moral neutrality,Peacekeeping / Identity / Tradition,Preserve / strengthen neutrality,1.029,"How will Iran war affect Ireland's EU presidency? | The EU has longstanding diplomatic, economic and security interests in the wider Middle East so retaining influence will be essential | An analysis of Ireland's neutrality as a long-standing defence policy and its potential influence during the EU presidency amid Middle East tensions, highlighting how neutrality shapes its diplomatic role. | neutrality, Ireland, EU presidency, Middle East, diplomacy | Analysis: The EU has longstanding diplomatic, economic and security interests in the wider Middle East so retaining influence will be essential By Giovanni Parente, UCD On 1 July, Ireland will take over the rotating presidency of the Council of the European Union, a tenure whic",https://www.rte.ie/brainstorm/2026/0325/1565012-ireland-eu-presidency-iran-war-middle-east-diplomacy-influence
Irish Neutrality League,Actor / organisation,Irish neutrality protest to take place in Dublin next week | Hotpress,Hot Press,Defence capability and security gaps,Shannon / US Military / Anti-war,Preserve / strengthen neutrality,0.977," Opinion - 11 Mar 26 Irish neutrality protest to take place in Dublin next week The protest will take place March 18th outside the Dáil at 6:30pm. An Irish neutrality protest is scheduled to take place outside the Dáil next week. The event, spearheaded by the Irish Neutrality League, aims to challenge the government's inaction in light of the recent US-Israeli strikes on Iran wich began on Febuary 28. ""The Irish government has refused to condemn the actions of Trump and Israel,"" reads a post by the League. ""It continues to allow US troops to use Shannon Airport as a fuel stop. On the 17th, Martin will hand our national symbol to the man and system that had fuelled the militarisation that threatens us all. They are dedicated to their futures - not ours."" A statement on the League's website reads that ""To further erode Ireland’s neutrality beyond what has already occurred since 2003 would fundamentally damage that reputation, make us less significa",https://www.hotpress.com/opinion/irish-neutrality-protest-to-take-place-in-dublin-next-week-23133523
Irish Neutrality League,Actor / organisation,"Fuel demonstrations prove protests ‘effective’, say neutrality campaigners | BreakingNews",Breakingnews.ie,Defence capability and security gaps,Other Neutrality Debate,Preserve / strengthen neutrality,0.975,"nstration is due to take place in Dublin city centre on Saturday. Organisers say they want greater protections for Irish neutrality and to send a message to the Government to take a stronger stance on US and Israeli actions in the Middle East. Arranged by the Irish Neutrality League, the protest is supported by left-wing opposition parties, a number of unions and anti-war groups. Speaking at a press conference in Dublin on Wednesday, People Before Profit TD Paul Murphy said “regardless of your view of them (the fuel protests), you can’t deny that they’ve proved the protests are effective”. “I don’t think anybody believes the Government when they say, ‘Oh, we had this package planned and they’re nothing to do with the protest whatsoever’.” Murphy was referring to a package of support measures announced by the Government on Sunday to tackle rising prices, caused by the Iran war. Asked if the movement would consider replicating the disruption caused",https://www.breakingnews.ie/ireland/fuel-demonstrations-prove-protests-effective-say-neutrality-campaigners-1887441.html
Irish Neutrality League,Actor / organisation,"Fuel demonstrations prove protests ‘effective’, say neutrality campaigners",Daily Mirror (Ireland),Defence capability and security gaps,Other Neutrality Debate,Preserve / strengthen neutrality,0.97,"nstration is due to take place in Dublin city centre on Saturday. Organisers say they want greater protections for Irish neutrality and to send a message to the Government to take a stronger stance on US and Israeli actions in the Middle East. Arranged by the Irish Neutrality League, the protest is supported by left-wing opposition parties, a number of unions and anti-war groups. Speaking at a press conference in Dublin on Wednesday, People Before Profit TD Paul Murphy said “regardless of your view of them (the fuel protests), you can’t deny that they’ve proved the protests are effective”. “I don’t think anybody believes the Government when they say, ‘Oh, we had this package planned and they’re nothing to do with the protest whatsoever’.” Mr Murphy was referring to a package of support measures announced by the Government on Sunday to tackle rising prices, caused by the Iran war. Asked if the movement would consider replicating the disruption cau",https://www.irishmirror.ie/news/irish-news/fuel-demonstrations-prove-protests-effective-37024112
Irish Neutrality League,Actor / organisation,"Fuel demonstrations prove protests ‘effective’, say neutrality campaigners",The Belfast Telegraph,Defence capability and security gaps,Other Neutrality Debate,Preserve / strengthen neutrality,0.961,"nstration is due to take place in Dublin city centre on Saturday. Organisers say they want greater protections for Irish neutrality and to send a message to the Government to take a stronger stance on US and Israeli actions in the Middle East. Arranged by the Irish Neutrality League, the protest is supported by left-wing opposition parties, a number of unions and anti-war groups. Speaking at a press conference in Dublin on Wednesday, People Before Profit TD Paul Murphy said “regardless of your view of them (the fuel protests), you can’t deny that they’ve proved the protests are effective”. “I don’t think anybody believes the Government when they say, ‘Oh, we had this package planned and they’re nothing to do with the protest whatsoever’.” Mr Murphy was referring to a package of support measures announced by the Government on Sunday to tackle rising prices, caused by the Iran war. Asked if the movement would consider replicating the disruption cau",https://www.belfasttelegraph.co.uk/news/republic-of-ireland/fuel-demonstrations-prove-protests-effective-say-neutrality-campaigners/a/145889974.html
Irish Neutrality League,Actor / organisation,It’s time for Irish people to push back against war on neutrality,The Kerryman,General neutrality debate #2,Shannon / US Military / Anti-war,Preserve / strengthen neutrality,0.951,"dangered when, instead, it should be enshrined in our constitution. People will have a chance to push back against war and for neutrality in a national demonstration at the Garden of Remembrance in Dublin on Saturday, April 18, at 1 pm. It is organised by the Irish Neutrality League with the support of Healthcare Workers Against Genocide, Pals for Palestine, People Before Profit, Ireland Palestine Solidarity Campaign, the Irish Anti-War Movement and other groups and prominent individuals. Joe Harrington, Lyreacrompane.",
The Western People,Media outlet,Shamrock ceremony is rooted in an illusion,The Western People,General neutrality debate #2,Ukraine / Russia / Moral Responsibility,Preserve / strengthen neutrality,0.818,"Shamrock ceremony is rooted in an illusion | | The article uses neutrality as a lens to critique Ireland's shamrock ceremony and its diplomacy with the United States, arguing neutrality is a strategic position amid recent tensions. | neutrality, Ireland, diplomacy, US-Ireland relations, shamrock | Every March around St Patrick's Day, we dutifully dispatch the Taoiseach to Washington with a bowl of shamrock and a practised smile. This year, however, he brought six billion dollars and the knowledge of an outrageous war. There is a photograph that exists in the memory of every Irish person who has been paying attention this week. Micheál Martin, in a well-pressed suit, presents a bowl of shamro",https://westernpeople.ie/opinion/shamrock-ceremony-is-rooted-in-an-illusion_arid-91421.html
The Western People,Media outlet,The Emergency has never ended for Ireland,The Western People,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,Move away / stronger alignment,0.818,"The Emergency has never ended for Ireland | | An opinion piece examining Ireland's neutrality across 1939 and 2026 and its implications for defence and politics. | neutrality, Ireland, defence, policy, sovereignty | Eighty years ago, de Valera beheld a burning Europe and called it a weather event. We're still doing it. We Irish have a distinctive talent for extended euphemism. Unlike the well-mannered, restrained English manner of announcing catastrophes, ours is more direct, a bit cunning and rebellious. Instead, we contrive a renaming of reality so complete, so committed, that after a while the new name begins to feel more real than the thing itself. As the Second World War spread across E",https://westernpeople.ie/opinion/the-emergency-has-never-ended-for-ireland_arid-90845.html
The Western People,Media outlet,New world order has put Ireland in a bind,The Western People,Ukraine war and moral neutrality,Other Neutrality Debate,Mixed / procedural / unclear,0.818,"New world order has put Ireland in a bind | | A column on neutrality and Ireland's strategic posture amid shifting US-Chinese influence, urging caution and economic creativity as a response. | neutrality, Ireland, Davos, defence, economy | You know that feeling when you're on a night out and one of the guests whom you've always relied upon, who's perhaps picked up the bill before, who's told great stories, suddenly stands up, begins ranting about buying the neighbour's garden shed, and threatens to punch anyone who won't help them steal it? That was Davos last week. And the rest of us, nursing our drinks at the Swiss fondue bar of liberal capitalism, had to confront an uncomfortable truth: t",https://westernpeople.ie/opinion/new-world-order-has-put-ireland-in-a-bind_arid-86748.html
The Western People,Media outlet,Reminder of sport’s uneasy dance with politics,The Western People,Ukraine war and moral neutrality,Other Neutrality Debate,Mixed / procedural / unclear,0.818,"Reminder of sport’s uneasy dance with politics | | A thoughtful examination of neutrality in sport and its entanglement with politics, arguing neutrality is an aspirational ideal rather than a fixed state. | neutrality, sport, politics, symbolism, governance | It begins, as these things often do, with a room full of polite applause. International football draws usually unfold with a reassuring monotony and predictability – polished floors, soft lighting, the gentle choreography of officials who have performed this ceremony too many times to convey even the faintest flicker of surprise. Glass bowls sit waiting on the stage like centrepieces at a corporate wedding. Names of countries rest insi",https://westernpeople.ie/sport/reminder-of-sports-uneasy-dance-with-politics_arid-87759.html
The Western People,Media outlet,The Holocaust must never be forgotten,The Western People,General neutrality debate #2,Ukraine / Russia / Moral Responsibility,Move away / stronger alignment,0.818,"The Holocaust must never be forgotten | | The article examines Irish neutrality during WWII and Holocaust memory, urging remembrance and cautioning against denial. | Holocaust, neutrality, Ireland, WWII, memory | It is worrying that a recent report found that almost 10% of young adults in Ireland believe the Holocaust was a myth and did not happen. Almost twice as many thought that the number of Jews murdered in the Holocaust has been exaggerated. That is just as worrying, if not even more so. It was six million by the way. Six million Jewish children, women and men were murdered in the Holocaust. Most of the killing took place from 1941-45. Every place you can imagine was used. Mass graves ",https://westernpeople.ie/opinion/the-holocaust-must-never-be-forgotten_arid-85989.html
Ireland Palestine Solidarity Campaign,Actor / organisation,"Fuel demonstrations prove protests ‘effective’, say neutrality campaigners | BreakingNews",Breakingnews.ie,Defence capability and security gaps,Other Neutrality Debate,Preserve / strengthen neutrality,0.975,"that they will “move”. “If we don’t put the pressure on them, they are going to sail along, and we will lose that protection we have,” he said. Representatives of the the Teachers Union of Ireland, Sinn Féin, Social Democrats, the Irish Neutrality League, the Ireland Palestine Solidarity Campaign, People Before Profit and independent senator Tom Clonan took part in the press conference. There was a strong focus on the importance of Ireland’s triple lock, the mechanism for sending Irish troops on peacekeeping missions. Under it, Ireland cannot deploy any more than 12 Defence Forces peacekeepers overseas without a peacekeeping mission being approved by a vote of the UN security council, by the Government and by the Dáil. Legislation, the Defence (Amendment) Bill 2025, put forward by the Government last year, proposes to remove the triple lock. Social Democrat TD Sinead Gibney said: “The removal of the triple lock, and this defence Act that the Gove",https://www.breakingnews.ie/ireland/fuel-demonstrations-prove-protests-effective-say-neutrality-campaigners-1887441.html
Ireland Palestine Solidarity Campaign,Actor / organisation,"Fuel demonstrations prove protests ‘effective’, say neutrality campaigners",Daily Mirror (Ireland),Defence capability and security gaps,Other Neutrality Debate,Preserve / strengthen neutrality,0.97,"that they will “move”. “If we don’t put the pressure on them, they are going to sail along, and we will lose that protection we have,” he said. Representatives of the the Teachers Union of Ireland, Sinn Fein, Social Democrats, the Irish Neutrality League, the Ireland Palestine Solidarity Campaign, People Before Profit and independent senator Tom Clonan took part in the press conference. There was a strong focus on the importance of Ireland’s triple lock, the mechanism for sending Irish troops on peacekeeping missions. Under it, Ireland cannot deploy any more than 12 Defence Forces peacekeepers overseas without a peacekeeping mission being approved by a vote of the UN security council, by the Government and by the Dail. Legislation, the Defence (Amendment) Bill 2025, put forward by the Government last year, proposes to remove the triple lock. Social Democrat TD Sinead Gibney said: “The removal of the triple lock, and this defence Act that the Gove",https://www.irishmirror.ie/news/irish-news/fuel-demonstrations-prove-protests-effective-37024112
Ireland Palestine Solidarity Campaign,Actor / organisation,"Fuel demonstrations prove protests ‘effective’, say neutrality campaigners",The Belfast Telegraph,Defence capability and security gaps,Other Neutrality Debate,Preserve / strengthen neutrality,0.961,"that they will “move”. “If we don’t put the pressure on them, they are going to sail along, and we will lose that protection we have,” he said. Representatives of the the Teachers Union of Ireland, Sinn Fein, Social Democrats, the Irish Neutrality League, the Ireland Palestine Solidarity Campaign, People Before Profit and independent senator Tom Clonan took part in the press conference. There was a strong focus on the importance of Ireland’s triple lock, the mechanism for sending Irish troops on peacekeeping missions. Under it, Ireland cannot deploy any more than 12 Defence Forces peacekeepers overseas without a peacekeeping mission being approved by a vote of the UN security council, by the Government and by the Dail. Legislation, the Defence (Amendment) Bill 2025, put forward by the Government last year, proposes to remove the triple lock. Social Democrat TD Sinead Gibney said: “The removal of the triple lock, and this defence Act that the Gove",https://www.belfasttelegraph.co.uk/news/republic-of-ireland/fuel-demonstrations-prove-protests-effective-say-neutrality-campaigners/a/145889974.html
Ireland Palestine Solidarity Campaign,Actor / organisation,It’s time for Irish people to push back against war on neutrality,The Kerryman,General neutrality debate #2,Shannon / US Military / Anti-war,Preserve / strengthen neutrality,0.951,"for neutrality in a national demonstration at the Garden of Remembrance in Dublin on Saturday, April 18, at 1 pm. It is organised by the Irish Neutrality League with the support of Healthcare Workers Against Genocide, Pals for Palestine, People Before Profit, Ireland Palestine Solidarity Campaign, the Irish Anti-War Movement and other groups and prominent individuals. Joe Harrington, Lyreacrompane.",
Ireland Palestine Solidarity Campaign,Actor / organisation,It’s time for Irish people to push back against war on neutrality,The Kerryman,General neutrality debate #2,Shannon / US Military / Anti-war,Preserve / strengthen neutrality,0.951,"for neutrality in a national demonstration at the Garden of Remembrance in Dublin on Saturday, April 18, at 1 pm. It is organised by the Irish Neutrality League with the support of Healthcare Workers Against Genocide, Pals for Palestine, People Before Profit, Ireland Palestine Solidarity Campaign, the Irish Anti-War Movement and other groups and prominent individuals. Joe Harrington, Lyreacrompane.",
Volodymyr Zelenskiy,Actor / organisation,Kathy Sheridan: Our neutrality won’t shield us from skyrocketing fuel prices,The Irish Times,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,Move away / stronger alignment,1.074,"ther result of war | The article argues that Ireland's neutrality in the Ukraine crisis is nuanced and should be understood beyond simplistic labels. | neutrality, Ireland, Ukraine, diplomacy, public opinion | Last November in Dublin, the second in command of Volodymyr Zelenskiy’s office, Sergiy Kyslytsya, got an unexpected insight into delicate Irish sensitivities. During a closed-door discussion with TDs, the Ukrainian suggested that geographical remoteness no longer protected countries such as Ireland and Portugal – upon which the Fianna Fáil TD and chair of the Oireachtas Foreign Affairs Committee, John Lahart, interjected: “Stop. You have crossed a line”. Kyslytsya was stunned. How was he to know that he was trampling on Irish neutrality? How many people would have known that? In an interview with Lara Marlowe in Kyiv, Kyslytsya compared our sensitivities surrounding security to Irish nervousness about discussion around contraceptives years ",https://irishtimes.com/opinion/2026/05/06/kathy-sheridan-irish-neutrality-fuel-prices-ukraine-war-refugees
Volodymyr Zelenskiy,Actor / organisation,"It's simple, we can have a united Ireland or a neutral one, but we can't have both",The Irish Independent,Ukraine war and moral neutrality,NATO / EU Security Alignment,Move away / stronger alignment,0.997,"It's simple, we can have a united Ireland or a neutral one, but we can't have both | | The columnist argues against a strictly neutral stance, noting that choosing neutrality would force trade-offs in infrastructure, defence, and policy, and urging pragmatic decisions in the debate over a united Ireland. | neutrality, defence, NATO, united Ireland, policy | IRISH INDEPENDENT Saturday, January 17, 2026 Comment # It's simple, we can have a united Ireland or a neutral one, but we can't have both SARAH CAREY People often ask me what I write about. I tell them, ""everything"". I sometimes regret not being a specialist, but the generalist has her uses. Last Thursday morning I attended an ARINS (Anal",
Volodymyr Zelenskiy,Actor / organisation,"Ukrainian diplomat on Irish neutrality: ‘Security is something you need to discuss, but which makes you very nervous’",The Irish Times,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,Mixed / procedural / unclear,0.977,"Ukrainian diplomat on Irish neutrality: ‘Security is something you need to discuss, but which makes you very nervous’ | First deputy head of Volodymyr Zelenskiy’s office warns of Russian mission’s ‘subversive activities’ in Dublin | An interview with a Ukrainian official centers on neutrality, especially Ireland's neutrality, within broader defence and diplomacy discussions that relate to Ukraine. | neutrality, Ireland, diplomacy, Ukraine, defence | The face in the photograph hanging in Sergiy Kyslytsya’s office is splattered with mud. “Imagine you are a foreign diplomat, and you come to see me,” says Kyslytsya, first deputy head of president Volodymyr Zelenskiy’s office. “You have the eyes of a Ukrainian soldier looking into your eyes. His name is Artem Shevchenko and he is fighting on the front line.” Kyslytsya gained notoriety",https://irishtimes.com/world/europe/2026/05/01/stop-you-have-crossed-a-line-ukrainian-diplomat-likens-irish-security-attitude-to-stance-on-birth-control
Volodymyr Zelenskiy,Actor / organisation,"Ireland’s neutrality a ‘difficult path’ to follow, senior official says",The Irish Times,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,Reform / redefine neutrality,0.977,"bate on a national level.” McCrum was also asked by another questioner to explain how Ireland was improving defences in response to Russian vessels in Irish waters, and the incident in which unidentified drones flew near the flight path of Ukrainian president Volodymyr Zelenskiy during his December visit. [ Plan to take part in €90bn EU loan to Ukraine a ‘move away’ from neutrality, Dáil hearsOpens in new window ] McCrum later told The Irish Times that there were “intensive security discussions going on” on how to improve security ahead of the visits of European leaders to Ireland when the state assumes the rotating European Union presidency later this year. “It’s challenging for our country to change. We’ve been sitting in this area in the northwest of Europe, probably isolated for many years. But as you can see, the war in Ukraine did affect us,” she said. “I think it just takes time for people to become accustomed to that, to understand what t",https://irishtimes.com/ireland/2026/03/25/irelands-neutrality-a-difficult-path-to-follow-senior-official-says
Volodymyr Zelenskiy,Actor / organisation,Sinn Féin’s attitude to Europe is coming under the spotlight following its Ukraine U-turn,The Irish Independent,Sinn Féin and government neutrality clash — Ukraine/political angle,Ukraine / Russia / Moral Responsibility,Move away / stronger alignment,0.955,"Sinn Féin’s attitude to Europe is coming under the spotlight following its Ukraine U-turn | | The article analyzes Sinn Féin\'s evolving stance on neutrality and Europe amid Ukraine aid debates, highlighting criticisms of the party\'s position. | Sinn Féin, Ukraine, neutrality, EU loan, Ireland | Sinn Féin’s attitude to Europe is coming under the spotlight following its Ukraine U-turn COMMENT MARY REGAN When Ukrainian president Volodymyr Zelensky first addressed the Dáil, via video link back in 2022, Mary Lou McDonald was among his most ardent supporters. It was the early days of the Russian invasion of Ukraine and the Sinn Féin leader hit out at the ""ferocious violence"" and the ""shameful di",
Newstalk,Media outlet,Newstalk - Neutrality,Newstalk,Ukraine war and moral neutrality,Other Neutrality Debate,Mixed / procedural / unclear,1.1,"Newstalk - Neutrality | we have our own view we have our neutrality we want to protect that but i mean the limits of that protection are probably | A discussion of neutrality in Ireland and how far that neutrality should extend, including defence and airspace considerations. | neutrality, Ireland, defence, airspace, diplomacy | there's a point at which you've got to accept look, we're an island we're a small country we'll do our own thing of course we have our own view we have our neutrality we want to protect that but i mean the limits of that protection are probably seen in the limits of our own ability to defend ourselves. now there is a story this morning that is weirdly close to your ow",
Newstalk,Media outlet,Newstalk - Neutrality,Newstalk,Ukraine war and moral neutrality,Other Neutrality Debate,Mixed / procedural / unclear,1.0,"Newstalk - Neutrality | but i think that our neutrality, which is already an elastic concept, will be tested, i think, going forward. | The segment centers on neutrality as an elastic concept under pressure in a defence and European‑security context. | neutrality, defence, NATO, Europe, transatlantic | but i think that our neutrality, which is already an elastic concept, will be tested, i think, going forward. because, as i said, the americans are pushing this notion of spheres of influence. and the russians are pushing it, and indeed the chinese are pushing it.",
Newstalk,Media outlet,Newstalk - Neutrality,Newstalk,Ukraine war and moral neutrality,Other Neutrality Debate,Preserve / strengthen neutrality,1.0,"Newstalk - Neutrality | but that the triple lock is protected, that neutrality is protected, and that we preserve our place in the world. | The segment discusses protecting neutrality as part of Ireland's defence policy and the triple lock. | neutrality, defence, triple lock, Ireland, policy | and they get the resources that they need, but that the triple lock is protected, that neutrality is protected, and that we preserve our place in the world. leading science experts say we're closer than ever",
Newstalk,Media outlet,Newstalk - Neutrality,Newstalk,Ukraine war and moral neutrality,Other Neutrality Debate,Mixed / procedural / unclear,1.0,"Newstalk - Neutrality | neutrality is the key, and that fundamentally is based on genetics. | neutrality is presented as a core principle in training dogs, described as a genetic-based foundation guiding behavior. | neutrality, dog training, genetics, canine, handler | neutrality is the key, and that fundamentally is based on genetics. you have to get the basic genetic material. we source our dogs coming in in three months' time from as far away as germany.",
Newstalk,Media outlet,Newstalk - Neutrality,Newstalk,Ukraine war and moral neutrality,Other Neutrality Debate,Mixed / procedural / unclear,1.0,"Newstalk - Neutrality | opponents to the move argue it could undermine our neutrality. | A discussion on a proposed meat tax includes critics warning that it could undermine neutrality. | neutrality, meat tax, environment, farmers, vegan | opponents to the move argue it could undermine our neutrality. ministers will also be told this morning where they will be sent for the st. patrick's day diplomatic offensive,",
