entity,entity_group,actor_type,mentions,unique_stories,weighted_mentions,estimated_reach,share_of_voice,avg_stance,stance_label,avg_sentiment,top_cluster,top_frame,impact_score,narrative_role,sample_headline,sample_link
Tuam Herald,Media outlet,Media outlet,1,1,0.7438193175805623,57725,0.0012637904157532,0.0,Mixed / unclear,0.0,Defence capability and security gaps,Other Neutrality Debate,0.6,Media amplifier,"LIVE: Fuel Protests, as it happens | Tuam Herald",https://www.tuamindependent.ie/2026/04/09/live-fuel-protests-as-it-happens
The Medical Independent,Media outlet,Media outlet,1,1,0.7449360650239087,59502,0.0012656878318089,0.0,Mixed / unclear,0.0,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,0.6,Media amplifier,The concerning rise of ‘healthocide’ - Medical Independent,https://www.medicalindependent.ie/in-the-news/news-features/the-concerning-rise-of-healthocide
Morning Focus,Media outlet,Media outlet,1,1,0.7404912651510649,53000,0.001258135869462,0.0,Mixed / unclear,0.65,Ukraine war and moral neutrality,Peacekeeping / Identity / Tradition,0.6,Media amplifier,Morning Focus - Neutrality,
Donegal Daily,Media outlet,Media outlet,1,1,0.7411701895610137,53719,0.0012592893998182,-0.625,Strong preserve,0.35,Referendum and constitutional protection,Public Consent / Referendum,0.6,Media amplifier,Annual Drumboe commemoration told Govt blocking Irish unity referendum - Donegal Daily,https://www.donegaldaily.com/2026/04/05/annual-drumboe-commemoration-told-irish-govt-blocking-irish-unity-2
Herfamily.ie,Media outlet,Media outlet,1,1,0.7427150195593843,56020,0.0012619141519586,-0.5,Strong preserve,0.0,Ukraine war and moral neutrality,Peacekeeping / Identity / Tradition,0.6,Media amplifier,Ireland named one of the safest countries to be in if WW3 kicks off,https://herfamily.ie/news/worlds-safest-countries-revealed-amid-ww3-fears-as-raf-base-hit-by-iran-461280
Extra.ie,Media outlet,Media outlet,1,1,0.7448753516409954,59404,0.0012655846763925,-0.909,Strong preserve,0.0,Shannon Airport and US military use,Shannon / US Military / Anti-war,0.6,Media amplifier,"Lelia Doolan, 91, walks from Shannon Airport to Leinster House",https://extra.ie/2026/04/15/news/irish-news/shannon-airport-lelia-doolan
The Current Affairs Show,Media outlet,Media outlet,1,1,0.6869313549356421,77000,0.001167134601279,0.0,Mixed / unclear,0.0,Ukraine war and moral neutrality,Other Neutrality Debate,0.6,Media amplifier,The Current Affairs Show - Neutrality,
Farmview,Media outlet,Media outlet,1,1,0.6806912322125866,65000,0.001156532285496,-0.5,Strong preserve,0.0,Triple Lock and UN mandate debate,Other Neutrality Debate,0.6,Media amplifier,Farmview - Neutrality,
The Mayo News,Media outlet,Media outlet,1,1,0.6703331641380599,1500,0.001138933351388,-0.667,Strong preserve,0.0,Ukraine war and moral neutrality,Triple Lock / UN Mandate,0.5,Media amplifier,BUYER'S REMORSE AND BREXIT,
9 Till Noon Show,Media outlet,Media outlet,1,1,0.6671470072504302,45000,0.0011335198935193,-0.75,Strong preserve,-0.35,Triple Lock and UN mandate debate,Peacekeeping / Identity / Tradition,0.5,Media amplifier,9 Till Noon Show - Neutrality,
Dundalk Leader,Media outlet,Media outlet,1,1,0.6093937855800544,1500,0.0010353939558073,0.0,Mixed / unclear,0.0,Ukraine war and moral neutrality,Ukraine / Russia / Moral Responsibility,0.4,Media amplifier,Dundalk Irish Red Cross—2025 Year in Review,
Roscommon People,Media outlet,Media outlet,1,1,0.6093937855800544,1500,0.0010353939558073,0.0,Mixed / unclear,0.0,Ukraine war and moral neutrality,Other Neutrality Debate,0.4,Media amplifier,,
Drogheda Life,Media outlet,Media outlet,1,1,0.6265602745284736,14950,0.0010645607758836,0.0,Mixed / unclear,0.35,Ukraine war and moral neutrality,Other Neutrality Debate,0.4,Media amplifier,Neutrality Roadshow coming to Drogheda on 2nd July,https://droghedalife.com/neutrality-roadshow-coming-to-drogheda-on-2nd-july
BBC World Service,Media outlet,Media outlet,1,1,0.29,0,0.0004927261391389,0.0,Mixed / unclear,0.65,Ukraine war and moral neutrality,Other Neutrality Debate,0.1,Media amplifier,BBC World Service - Neutrality,
AgendaNi,Media outlet,Media outlet,1,1,0.235,0,0.0003992780782677,0.0,Mixed / unclear,0.0,Ukraine war and moral neutrality,Other Neutrality Debate,0.0,Media amplifier,Supporting planners to protect the environment - agendaNi,https://www.agendani.com/supporting-planners-to-protect-the-environment
